bls302_code,name_de,name_en,kcal_100g,water_g_100g,protein_g_100g,fat_g_100g,carb_g_100g,fiber_g_100g,sodium_mg_100g
U583162,Schwein Kochfleisch (fe) gebacken,Pork meat for boiling fat baked,313,54.401,17.445,27.427,0.0,0.0,51
U583200,Schwein Kochfleisch (fe) tiefgefroren,Pork meat for boiling fat deep-frozen,333,53.118,15.573,30.552,0.0,0.0,52
U583600,Schwein Kochfleisch (fe) geräuchert,Pork meat for boiling fat smoked,333,53.131,15.577,30.559,0.0,0.0,49
U583682,Schwein Kochfleisch (fe) geräuchert gebraten (zubereitet ohne Fett),Pork meat for boiling fat smoked fried (prepared without fat),392,43.675,20.612,34.889,0.0,0.0,58
U585100,Schwein Spitzbein roh,Pork trotter raw,333,53.118,15.573,30.552,0.0,0.0,52
U585700,Schwein Spitzbein gepökelt geräuchert,Pork trotter cured smoked,285,53.415,13.171,25.841,0.889,0.0,2463
U585800,Schwein Spitzbein gepökelt ungeräuchert,Pork trotter cured unsmoked,278,54.322,13.395,24.967,0.859,0.0,2380
U590100,Schwein Haxe (Eisbein) roh,Pork hock raw,178,67.85,20.35,10.8,0.0,0.0,59
U592000,Schwein Haxe (Eisbein) mittelfett (mf) roh,Pork hock medium fat raw,178,67.85,20.35,10.8,0.0,0.0,59
U592100,Schwein Haxe (Eisbein) (mf) roh,Pork hock medium fat raw,178,67.85,20.35,10.8,0.0,0.0,59
U592132,Schwein Haxe (Eisbein) (mf) gekocht,Pork hock medium fat boiled,216,59.776,27.466,11.828,0.0,0.0,51
U592142,Schwein Haxe (Eisbein) (mf) geschmort (zubereitet ohne Fett),Pork hock medium fat braised,227,58.605,27.244,13.215,0.0,0.0,42
U592162,Schwein Haxe (Eisbein) (mf) gebacken,Pork hock medium fat baked,173,67.504,22.145,9.418,0.0,0.0,57
U592172,Schwein Haxe (Eisbein) (mf) gegrillt,Pork hock medium fat grilled,227,58.052,28.051,12.748,0.0,0.0,71
U592182,Schwein Haxe (Eisbein) (mf) gebraten (zubereitet ohne Fett),Pork hock medium fat fried (prepared without fat),227,58.003,28.004,12.823,0.0,0.0,73
U592200,Schwein Haxe (Eisbein) (mf) tiefgefroren,Pork hock medium fat deep-frozen,178,67.85,20.35,10.8,0.0,0.0,59
U592600,Schwein Haxe (Eisbein) (mf) geräuchert,Pork hock medium fat smoked,178,67.872,20.356,10.803,0.0,0.0,56
U592700,Schwein Haxe (Eisbein) (mf) gepökelt geräuchert,Pork hock medium fat cured smoked,154,65.911,17.221,9.14,0.889,0.0,2469
U592800,Schwein Haxe (Eisbein) (mf) gepökelt ungeräuchert,Pork hock medium fat cured unsmoked,151,66.471,17.368,8.757,0.852,0.0,2365
U593000,Schwein Haxe (Eisbein) fett (fe) roh,Pork hock fat raw,209,65.176,19.055,14.843,0.0,0.0,68
U593100,Schwein Haxe (Eisbein) (fe) roh,Pork hock fat raw,209,65.176,19.055,14.843,0.0,0.0,68
U593142,Schwein Haxe (Eisbein) (fe) geschmort (zubereitet ohne Fett),Pork hock fat braised,262,55.829,25.3,18.012,0.0,0.0,49
U593162,Schwein Haxe (Eisbein) (fe) gebacken,Pork hock fat baked,200,65.242,20.864,13.024,0.0,0.0,66
U593172,Schwein Haxe (Eisbein) (fe) gegrillt,Pork hock fat grilled,260,55.423,26.106,17.414,0.0,0.0,81
U593182,Schwein Haxe (Eisbein) (fe) gebraten (zubereitet ohne Fett),Pork hock fat fried (prepared without fat),261,55.36,26.054,17.51,0.0,0.0,83
U593200,Schwein Haxe (Eisbein) (fe) tiefgefroren,Pork hock fat deep-frozen,209,65.176,19.055,14.843,0.0,0.0,68
U593600,Schwein Haxe (Eisbein) (fe) geräuchert,Pork hock fat smoked,209,65.195,19.061,14.847,0.0,0.0,64
U593700,Schwein Haxe (Eisbein) (fe) gepökelt geräuchert,Pork hock fat cured smoked,180,63.637,16.123,12.559,0.889,0.0,2474
U593800,Schwein Haxe (Eisbein) (fe) gepökelt ungeräuchert,Pork hock fat cured unsmoked,176,64.288,16.288,12.053,0.853,0.0,2374
U600000,Schwein Fleischschnitte,Pork meat sliced,106,75.09,22.0,1.86,0.0,0.0,71
U601000,Schwein Muskelfleisch,Pork muscle meat,106,75.09,22.0,1.86,0.0,0.0,71
U602000,Schwein sehnen- fettgewebearmes Fleisch (Verarbeitungsmaterial SI) roh,Pork meat low in fatty tissue and tendons raw,130,72.762,21.291,4.928,0.0,0.0,69
U603000,Schwein grob entsehntes Fleisch (Verarbeitungsmaterial SIII) roh,Pork meat fatty tissue coarsly removed raw,177,68.275,19.924,10.841,0.0,0.0,65
U604000,Schwein fettgewebereiches Fleisch (Verarbeitungsmaterial SV) roh,Pork meat rich in fatty tissue raw,554,31.627,9.26,58.448,0.0,0.0,31
U605000,Schwein Fettgewebe (subkutanes Fettgewebe) roh,Pork fatty tissue (subcutaneous) raw,796,7.7,2.9,88.7,0.0,0.0,11
U605100,Schwein Fettgewebe roh,Pork fatty tissue raw,796,7.7,2.9,88.7,0.0,0.0,11
U605500,Schwein Flomen (Bauchfett) roh,Pork flare fat (abdominal fat) raw,796,7.7,2.9,88.7,0.0,0.0,11
U605600,Schwein Bauchspeck roh,Pork streaky bacon raw,796,7.7,2.9,88.7,0.0,0.0,11
U605700,Schwein Rückenspeck roh,Pork backfat raw,746,13.097,4.1,82.503,0.0,0.0,21
U605900,Schwein Wamme roh,Pork belly raw,469,40.114,11.512,47.788,0.0,0.0,39
U606000,Schwein Fett roh,Pork fat raw,882,0.175,0.1,99.7,0.0,0.0,1
U606100,Schwein Kesselfett roh,Pork fat made from boiled meat raw,882,0.175,0.1,99.7,0.0,0.0,1
U607000,Schwein Bindegewebe roh,Pork connective tissue raw,135,68.073,30.0,1.501,0.0,0.0,0
U607400,Schwein Schwartenzug roh,Pork rind raw,135,68.073,30.0,1.501,0.0,0.0,0
U608000,Schwein Schwarte roh,Pork rind raw,135,68.073,30.0,1.501,0.0,0.0,0
U608300,Schwein Schwarte gekocht,Pork rind boiled,164,60.833,37.121,1.548,0.0,0.0,0
U609000,Schwein Blut roh,Pork blood raw,76,80.36,18.5,0.11,0.06,0.0,207
U609100,Schwein Blut Flüssig roh,Pork blood liquid raw,76,80.36,18.5,0.11,0.06,0.0,207
U610000,Schwein Lende,Pork tenderloin,107,74.8,22.0,2.0,0.0,0.0,74
U610100,Schwein Lende roh,Pork tenderloin raw,107,74.8,22.0,2.0,0.0,0.0,74
U610200,Schwein Lende tiefgefroren,Pork tenderloin deep-frozen,107,74.8,22.0,2.0,0.0,0.0,74
U611000,Schwein Lende mager (ma) roh,Pork tenderloin lean raw,107,74.8,22.0,2.0,0.0,0.0,74
U611100,Schwein Lende (ma) roh,Pork tenderloin lean raw,107,74.8,22.0,2.0,0.0,0.0,74
U611122,Schwein Lende (ma) gegart,Pork tenderloin lean cooked,145,66.175,30.168,2.507,0.0,0.0,55
U611200,Schwein Lende (ma) tiefgefroren,Pork tenderloin lean deep-frozen,107,74.8,22.0,2.0,0.0,0.0,74
U612000,Schwein Lende mittelfett (mf) roh,Pork tenderloin medium fat raw,169,68.866,20.184,9.844,0.0,0.0,68
U612100,Schwein Lende (mf) roh,Pork tenderloin medium fat raw,169,68.866,20.184,9.844,0.0,0.0,68
U612122,Schwein Lende (mf) gegart,Pork tenderloin medium fat cooked,217,59.73,27.135,12.096,0.0,0.0,49
U612200,Schwein Lende (mf) tiefgefroren,Pork tenderloin medium fat deep-frozen,169,68.866,20.184,9.844,0.0,0.0,68
U620000,Schwein Rücken (Kotelett),Pork loin (chop),133,72.1,21.6,5.15,0.0,0.0,65
U620100,Schwein Rücken (Kotelett) roh,Pork loin (chop) raw,133,72.1,21.6,5.15,0.0,0.0,65
U620200,Schwein Rücken (Kotelett) tiefgefroren,Pork loin (chop) deep-frozen,133,72.1,21.6,5.15,0.0,0.0,65
U620600,Schwein Rücken (Kotelett) geräuchert,Pork loin (chop) smoked,133,72.126,21.608,5.152,0.0,0.0,62
U620700,Schwein Rücken (Kotelett) gepökelt geräuchert,Pork loin (chop) cured smoked,116,69.53,18.285,4.36,0.89,0.0,2473
U620800,Schwein Rücken (Kotelett) gepökelt ungeräuchert,Pork loin (chop) cured unsmoked,115,69.958,18.397,4.167,0.85,0.0,2364
U621000,Schwein Rücken (Kotelett) mager (ma) roh,Pork loin (chop) lean raw,133,72.1,21.6,5.15,0.0,0.0,65
U621072,Schwein Rücken (Kotelett) (ma) mariniert gegrillt,Pork loin (chop) lean marinated grilled,142,70.415,20.83,6.195,0.655,0.176,249
U621082,Schwein Rücken (Kotelett) (ma) gebraten (zubereitet ohne Fett),Pork loin (chop) lean fried (prepared without fat),177,62.372,30.079,6.188,0.0,0.0,81
U621100,Schwein Rücken (Kotelett) (ma) roh,Pork loin (chop) lean raw,133,72.1,21.6,5.15,0.0,0.0,65
U621122,Schwein Rücken (Kotelett) (ma) gegart,Pork loin (chop) lean cooked,176,63.178,29.337,6.393,0.0,0.0,47
U621132,Schwein Rücken (Kotelett) (ma) gekocht,Pork loin (chop) lean boiled,169,63.915,29.334,5.675,0.0,0.0,56
U621162,Schwein Rücken (Kotelett) (ma) gebraten im Backofen ohne Fett,Pork loin (chop) lean fried in the oven without fat,134,71.161,23.319,4.455,0.0,0.0,62
U621172,Schwein Rücken (Kotelett) (ma) gegrillt,Pork loin (chop) lean grilled,177,62.398,30.117,6.149,0.0,0.0,79
U621182,Schwein Rücken (Kotelett) (ma) roh gebraten (zubereitet ohne Fett),Pork loin (chop) lean raw fried (prepared without fat),177,62.372,30.079,6.188,0.0,0.0,81
U621200,Schwein Rücken (Kotelett) (ma) tiefgefroren,Pork loin (chop) lean deep-frozen,133,72.1,21.6,5.15,0.0,0.0,65
U621282,Schwein Rücken (Kotelett) (ma) tiefgefroren gebraten (zubereitet ohne Fett),Pork loin (chop) lean deep-frozen fried (prepared without fat),177,62.372,30.079,6.188,0.0,0.0,81
U621600,Schwein Rücken (Kotelett) (ma) geräuchert,Pork loin (chop) lean smoked,133,72.126,21.608,5.152,0.0,0.0,62
U621632,Schwein Rücken (Kotelett) (ma) geräuchert gekocht,Pork loin (chop) lean smoked boiled,169,63.937,29.344,5.677,0.0,0.0,54
U621700,Schwein Rücken (Kotelett) (ma) gepökelt geräuchert,Pork loin (chop) lean cured smoked,116,69.53,18.285,4.36,0.89,0.0,2473
U621800,Schwein Rücken (Kotelett) (ma) gepökelt ungeräuchert,Pork loin (chop) lean cured unsmoked,115,69.958,18.397,4.167,0.85,0.0,2364
U622000,Schwein Rücken (Kotelett) mittelfett (mf) roh,Pork loin (chop) medium fat raw,170,68.602,20.502,9.801,0.0,0.0,62
U622082,Schwein Rücken (Kotelett) (mf) gebraten (zubereitet ohne Fett),Pork loin (chop) medium fat fried (prepared without fat),218,58.778,28.276,11.663,0.0,0.0,76
U622100,Schwein Rücken (Kotelett) (mf) roh,Pork loin (chop) medium fat raw,170,68.602,20.502,9.801,0.0,0.0,62
U622122,Schwein Rücken (Kotelett) (mf) gegart,Pork loin (chop) medium fat cooked,218,59.421,27.525,12.027,0.0,0.0,45
U622132,Schwein Rücken (Kotelett) (mf) gekocht,Pork loin (chop) medium fat boiled,208,60.523,27.709,10.748,0.0,0.0,54
U622162,Schwein Rücken (Kotelett) (mf) gebacken,Pork loin (chop) medium fat baked,166,68.161,22.282,8.536,0.0,0.0,59
U622172,Schwein Rücken (Kotelett) (mf) mariniert gegrillt,Pork loin (chop) medium fat marinated grilled,177,67.064,19.778,10.651,0.655,0.176,246
U622200,Schwein Rücken (Kotelett) (mf) tiefgefroren,Pork loin (chop) medium fat deep-frozen,170,68.602,20.502,9.801,0.0,0.0,62
U622242,Schwein Rücken (Kotelett) (mf) tiefgefroren geschmort (zubereitet ohne Fett),Pork loin (chop) medium fat deep-frozen braised (prepared without fat),218,59.421,27.525,12.027,0.0,0.0,45
U622282,Schwein Rücken (Kotelett) (mf) tiefgefroren gebraten (zubereitet ohne Fett),Pork loin (chop) medium fat deep-frozen fried (prepared without fat),218,58.778,28.276,11.663,0.0,0.0,76
U622600,Schwein Rücken (Kotelett) (mf) geräuchert,Pork loin (chop) medium fat smoked,170,68.626,20.509,9.804,0.0,0.0,59
U622682,Schwein Rücken (Kotelett) (mf) geräuchert gebraten (zubereitet ohne Fett),Pork loin (chop) medium fat smoked fried (prepared without fat),218,58.801,28.288,11.667,0.0,0.0,73
U622700,Schwein Rücken (Kotelett) (mf) gepökelt geräuchert,Pork loin (chop) medium fat cured smoked,147,66.562,17.354,8.296,0.889,0.0,2472
U622800,Schwein Rücken (Kotelett) (mf) gepökelt ungeräuchert,Pork loin (chop) medium fat cured unsmoked,145,67.101,17.495,7.945,0.852,0.0,2367
U623000,Schwein Rücken (Kotelett) (ma) paniert,Pork loin (chop) lean breaded,188,56.646,17.025,4.887,18.7,1.054,323
U623082,Schwein Rücken (Kotelett) (ma) paniert gebraten (zubereitet ohne Fett),Pork loin (chop) lean breaded fried (prepared without fat),236,45.023,21.783,5.395,24.566,1.396,369
U623200,Schwein Rücken (Kotelett) (ma) paniert tiefgefroren,Pork loin (chop) lean breaded deep-frozen,188,56.646,17.025,4.887,18.7,1.054,323
U623282,Schwein Rücken (Kotelett) (ma) paniert tiefgefroren gebraten (zubereitet ohne Fett),Pork loin (chop) lean breaded deep-frozen fried (prepared without fat),236,45.023,21.783,5.395,24.566,1.396,369
U630000,Schwein Nacken (Kamm),Pork neck,196,66.951,18.3,13.799,0.0,0.0,76
U630100,Schwein Nacken (Kamm) roh,Pork neck raw,196,66.951,18.3,13.799,0.0,0.0,76
U630200,Schwein Nacken (Kamm) tiefgefroren,Pork neck deep-frozen,196,66.951,18.3,13.799,0.0,0.0,76
U630600,Schwein Nacken (Kamm) geräuchert,Pork neck smoked,196,66.972,18.305,13.803,0.0,0.0,72
U630700,Schwein Nacken (Kamm) gepökelt geräuchert,Pork neck cured smoked,170,65.144,15.485,11.676,0.889,0.0,2479
U630800,Schwein Nacken (Kamm) gepökelt ungeräuchert,Pork neck cured unsmoked,166,65.781,15.636,11.201,0.853,0.0,2378
U631000,Schwein Nacken (Kamm) mager (ma) roh,Pork neck lean raw,196,66.951,18.3,13.799,0.0,0.0,76
U631072,Schwein Nacken (Kamm) (ma) mariniert gegrillt,Pork neck lean marinated grilled,203,65.483,17.668,14.481,0.655,0.176,260
U631082,Schwein Nacken (Kamm) (ma) mariniert gebraten (zubereitet ohne Fett),Pork neck lean marinated fried (prepared without fat),203,65.483,17.668,14.481,0.655,0.176,260
U631100,Schwein Nacken (Kamm) (ma) roh,Pork neck lean raw,196,66.951,18.3,13.799,0.0,0.0,76
U631122,Schwein Nacken (Kamm) (ma) gegart,Pork neck lean cooked,248,57.769,24.475,16.868,0.0,0.0,55
U631132,Schwein Nacken (Kamm) (ma) gekocht,Pork neck lean boiled,235,59.175,24.778,15.161,0.0,0.0,66
U631162,Schwein Nacken (Kamm) (ma) gebacken,Pork neck lean baked,188,66.981,20.026,12.101,0.0,0.0,73
U631172,Schwein Nacken (Kamm) (ma) gegrillt,Pork neck lean grilled,247,57.347,25.254,16.307,0.0,0.0,91
U631182,Schwein Nacken (Kamm) (ma) gebraten (zubereitet ohne Fett),Pork neck lean fried (prepared without fat),247,57.285,25.205,16.398,0.0,0.0,93
U631200,Schwein Nacken (Kamm) (ma) tiefgefroren,Pork neck lean deep-frozen,196,66.951,18.3,13.799,0.0,0.0,76
U631272,Schwein Nacken (Kamm) (ma) tiefgefroren gegrillt,Pork neck lean deep-frozen grilled,247,57.347,25.254,16.307,0.0,0.0,91
U631600,Schwein Nacken (Kamm) (ma) geräuchert,Pork neck lean smoked,196,66.972,18.305,13.803,0.0,0.0,72
U631700,Schwein Nacken (Kamm) (ma) gepökelt geräuchert,Pork neck lean cured smoked,170,65.144,15.485,11.676,0.889,0.0,2479
U631800,Schwein Nacken (Kamm) (ma) gepökelt ungeräuchert,Pork neck lean cured unsmoked,166,65.781,15.636,11.201,0.853,0.0,2378
U632000,Schwein Nacken (Kamm) mittelfett (mf) roh,Pork neck medium fat raw,199,65.859,19.64,13.45,0.0,0.0,60
U632072,Schwein Nacken (Kamm) (mf) mariniert gegrillt,Pork neck medium fat marinated grilled,205,64.436,18.952,14.147,0.655,0.176,244
U632082,Schwein Nacken (Kamm) (mf) paniert gebraten (zubereitet ohne Fett),Pork neck medium fat breaded fried (prepared without fat),226,53.007,15.881,9.728,18.7,1.054,320
U632100,Schwein Nacken (Kamm) (mf) roh,Pork neck medium fat raw,199,65.859,19.64,13.45,0.0,0.0,60
U632122,Schwein Nacken (Kamm) (mf) gegart,Pork neck medium fat cooked,251,56.535,26.132,16.356,0.0,0.0,43
U632172,Schwein Nacken (Kamm) (mf) gegrillt,Pork neck medium fat grilled,249,56.065,26.937,15.797,0.0,0.0,71
U632182,Schwein Nacken (Kamm) (mf) gebraten (zubereitet ohne Fett),Pork neck medium fat fried (prepared without fat),250,56.006,26.885,15.886,0.0,0.0,73
U632200,Schwein Nacken (Kamm) (mf) tiefgefroren,Pork neck medium fat deep-frozen,199,65.859,19.64,13.45,0.0,0.0,60
U632262,Schwein Nacken (Kamm) (mf) tiefgefroren gebraten im Backofen ohne Fett,Pork neck medium fat deep-frozen fried in the oven without fat,191,65.781,21.458,11.776,0.0,0.0,58
U632272,Schwein Nacken (Kamm) (mf) tiefgefroren gegrillt,Pork neck medium fat deep-frozen grilled,249,56.065,26.937,15.797,0.0,0.0,71
U632600,Schwein Nacken (Kamm) (mf) geräuchert,Pork neck medium fat smoked,199,65.881,19.647,13.454,0.0,0.0,57
U632642,Schwein Nacken (Kamm) (mf) geräuchert geschmort (zubereitet ohne Fett),Pork neck medium fat smoked braised (prepared without fat),251,56.551,26.141,16.361,0.0,0.0,41
U632700,Schwein Nacken (Kamm) (mf) gepökelt geräuchert,Pork neck medium fat cured smoked,172,64.234,16.622,11.384,0.889,0.0,2470
U632800,Schwein Nacken (Kamm) (mf) gepökelt ungeräuchert,Pork neck medium fat cured unsmoked,168,64.854,16.783,10.919,0.853,0.0,2369
U633000,Schwein Nacken (Kamm) (fe),Pork neck fat,215,64.298,19.15,15.525,0.0,0.0,58
U633100,Schwein Nacken (Kamm) (fe) roh,Pork neck fat raw,215,64.298,19.15,15.525,0.0,0.0,58
U633122,Schwein Nacken (Kamm) (fe) gegart,Pork neck fat cooked,269,54.915,25.351,18.784,0.0,0.0,41
U633200,Schwein Nacken (Kamm) (fe) tiefgefroren,Pork neck fat deep-frozen,215,64.298,19.15,15.525,0.0,0.0,58
U633600,Schwein Nacken (Kamm) (fe) geräuchert,Pork neck fat smoked,215,64.319,19.156,15.53,0.0,0.0,55
U633700,Schwein Nacken (Kamm) (fe) gepökelt geräuchert,Pork neck fat cured smoked,186,62.91,16.206,13.139,0.889,0.0,2468
U633800,Schwein Nacken (Kamm) (fe) gepökelt ungeräuchert,Pork neck fat cured unsmoked,182,63.573,16.377,12.614,0.854,0.0,2369
U640000,Schwein Bauch,Pork belly,259,60.25,17.8,21.1,0.0,0.0,59
U640100,Schwein Bauch roh,Pork belly raw,259,60.25,17.8,21.1,0.0,0.0,59
U640200,Schwein Bauch tiefgefroren,Pork belly deep-frozen,259,60.25,17.8,21.1,0.0,0.0,59
U640600,Schwein Bauch geräuchert,Pork belly smoked,367,48.698,18.0,33.302,0.0,0.0,1400
U640700,Schwein Bauch gepökelt geräuchert,Pork belly cured smoked,223,59.459,15.059,17.85,0.889,0.0,2468
U640800,Schwein Bauch gepökelt ungeräuchert,Pork belly cured unsmoked,217,60.226,15.253,17.177,0.855,0.0,2375
U641000,Schwein Bauch (ma) paniert,Pork belly lean breaded,262,49.735,14.808,14.19,18.7,1.054,320
U641082,Schwein Bauch (ma) paniert gebraten (zubereitet ohne Fett),Pork belly lean breaded fried (prepared without fat),310,38.852,18.62,15.395,24.143,1.372,359
U641100,Schwein Bauch (ma) roh,Pork belly lean raw,259,60.25,17.8,21.1,0.0,0.0,59
U641172,Schwein Bauch (ma) gegrillt,Pork belly lean grilled,314,50.553,24.063,24.426,0.0,0.0,69
U641182,Schwein Bauch (ma) gebraten (zubereitet ohne Fett),Pork belly lean fried (prepared without fat),314,50.473,24.003,24.55,0.0,0.0,71
U641700,Schwein Bauch (ma) gepökelt geräuchert,Pork belly lean cured smoked,223,59.459,15.059,17.85,0.889,0.0,2468
U641800,Schwein Bauch (ma) gepökelt ungeräuchert,Pork belly lean cured unsmoked,217,60.226,15.253,17.177,0.855,0.0,2375
U642000,Schwein Bauch mittelfett (mf) roh,Pork belly medium fat raw,320,54.377,15.966,28.884,0.0,0.0,53
U642100,Schwein Bauch (mf) roh,Pork belly medium fat raw,320,54.377,15.966,28.884,0.0,0.0,53
U642122,Schwein Bauch (mf) gegart,Pork belly medium fat cooked,382,44.983,20.473,33.851,0.0,0.0,37
U642162,Schwein Bauch (mf) gebraten im Backofen ohne Fett,Pork belly medium fat fried in the oven without fat,301,55.553,17.841,25.865,0.0,0.0,52
U642172,Schwein Bauch (mf) gegrillt,Pork belly medium fat grilled,377,44.944,21.261,32.937,0.0,0.0,61
U642200,Schwein Bauch (mf) tiefgefroren,Pork belly medium fat deep-frozen,320,54.377,15.966,28.884,0.0,0.0,53
U642232,Schwein Bauch (mf) tiefgefroren gekocht,Pork belly medium fat deep-frozen boiled,360,47.057,21.166,31.071,0.0,0.0,45
U642300,Schwein Bauch (mf) mariniert,Pork belly medium fat marinated,321,53.436,15.432,28.934,0.655,0.176,238
U642382,Schwein Bauch (mf) mariniert gebraten (zubereitet ohne Fett),Pork belly medium fat marinated fried (prepared without fat),378,43.9,20.408,33.014,0.889,0.241,281
U642600,Schwein Bauch (mf) geräuchert,Pork belly medium fat smoked,320,54.39,15.97,28.891,0.0,0.0,50
U642700,Schwein Bauch (mf) gepökelt geräuchert,Pork belly medium fat cured smoked,274,54.481,13.505,24.431,0.889,0.0,2464
U642800,Schwein Bauch (mf) gepökelt ungeräuchert,Pork belly medium fat cured unsmoked,268,55.369,13.724,23.587,0.858,0.0,2379
U643000,Schwein Bauch fett (fe) roh,Pork belly fat raw,390,47.665,13.87,37.78,0.0,0.0,47
U643100,Schwein Bauch (fe) roh,Pork belly fat raw,390,47.665,13.87,37.78,0.0,0.0,47
U643122,Schwein Bauch (fe) gegart,Pork belly fat cooked,454,38.618,17.418,43.363,0.0,0.0,32
U650000,Schwein Brust (Brustspitze),Pork breast (breast tip),241,62.686,16.852,19.512,0.0,0.0,71
U650100,Schwein Brust (Brustspitze) roh,Pork breast (breast tip) raw,241,62.686,16.852,19.512,0.0,0.0,71
U650200,Schwein Brust (Brustspitze) tiefgefroren,Pork breast (breast tip) deep-frozen,241,62.686,16.852,19.512,0.0,0.0,71
U650600,Schwein Brust (Brustspitze) geräuchert,Pork breast (breast tip) smoked,241,62.705,16.857,19.518,0.0,0.0,67
U650700,Schwein Brust (Brustspitze) gepökelt geräuchert,Pork breast (breast tip) cured smoked,207,61.535,14.259,16.511,0.889,0.0,2476
U650800,Schwein Brust (Brustspitze) gepökelt ungeräuchert,Pork breast (breast tip) cured unsmoked,202,62.289,14.434,15.877,0.855,0.0,2381
U652000,Schwein Brust (Brustspitze) mittelfett (mf) roh,Pork breast (breast tip) medium fat raw,241,62.686,16.852,19.512,0.0,0.0,71
U652032,Schwein Brust (Brustspitze) (mf) mariniert gekocht,Pork breast (breast tip) medium fat marinated boiled,245,61.396,16.281,19.955,0.655,0.176,255
U652082,Schwein Brust (Brustspitze) (mf) mariniert gebraten (zubereitet ohne Fett),Pork breast (breast tip) medium fat marinated fried (prepared without fat),245,61.396,16.281,19.955,0.655,0.176,255
U652100,Schwein Brust (Brustspitze) (mf) roh,Pork breast (breast tip) medium fat raw,241,62.686,16.852,19.512,0.0,0.0,71
U652122,Schwein Brust (Brustspitze) (mf) gegart,Pork breast (breast tip) medium fat cooked,298,53.36,22.234,23.53,0.0,0.0,50
U652162,Schwein Brust (Brustspitze) (mf) gebraten im Backofen ohne Fett,Pork breast (breast tip) medium fat fried in the oven without fat,228,63.247,18.598,17.256,0.0,0.0,69
U652172,Schwein Brust (Brustspitze) (mf) gegrillt,Pork breast (breast tip) medium fat grilled,295,53.109,23.003,22.807,0.0,0.0,84
U652182,Schwein Brust (Brustspitze) (mf) gebraten (zubereitet ohne Fett),Pork breast (breast tip) medium fat fried (prepared without fat),296,53.028,22.948,22.925,0.0,0.0,86
U652200,Schwein Brust (Brustspitze) (mf) tiefgefroren,Pork breast (breast tip) medium fat deep-frozen,241,62.686,16.852,19.512,0.0,0.0,71
U652262,Schwein Brust (Brustspitze) (mf) tiefgefroren gebacken (in Luft),Pork breast (breast tip) medium fat deep-frozen baked (in air),228,63.247,18.598,17.256,0.0,0.0,69
U652282,Schwein Brust (Brustspitze) (mf) tiefgefroren gebraten (zubereitet ohne Fett),Pork breast (breast tip) medium fat deep-frozen fried (prepared without fat),296,53.028,22.948,22.925,0.0,0.0,86
U652600,Schwein Brust (Brustspitze) (mf) geräuchert,Pork breast (breast tip) medium fat smoked,241,62.705,16.857,19.518,0.0,0.0,67
U652632,Schwein Brust (Brustspitze) (mf) geräuchert gekocht,Pork breast (breast tip) medium fat smoked boiled,281,55.119,22.7,21.327,0.0,0.0,58
U652700,Schwein Brust (Brustspitze) (mf) gepökelt geräuchert,Pork breast (breast tip) medium fat cured smoked,207,61.535,14.259,16.511,0.889,0.0,2476
U652800,Schwein Brust (Brustspitze) (mf) gepökelt ungeräuchert,Pork breast (breast tip) medium fat cured unsmoked,202,62.289,14.434,15.877,0.855,0.0,2381
U653000,Schwein Brust (Brustspitze) fett (fe) roh,Pork breast (breast tip) fat raw,333,53.118,15.573,30.552,0.0,0.0,52
U653100,Schwein Brust (Brustspitze) (fe) roh,Pork breast (breast tip) fat raw,333,53.118,15.573,30.552,0.0,0.0,52
U653122,Schwein Brust (Brustspitze) (fe) gegart,Pork breast (breast tip) fat cooked,396,43.769,19.89,35.665,0.0,0.0,36
U653200,Schwein Brust (Brustspitze) (fe) tiefgefroren,Pork breast (breast tip) fat deep-frozen,333,53.118,15.573,30.552,0.0,0.0,52
U653600,Schwein Brust (Brustspitze) (fe) geräuchert,Pork breast (breast tip) fat smoked,333,53.131,15.577,30.559,0.0,0.0,49
U653700,Schwein Brust (Brustspitze) (fe) gepökelt geräuchert,Pork breast (breast tip) fat cured smoked,285,53.415,13.171,25.841,0.889,0.0,2463
U653800,Schwein Brust (Brustspitze) (fe) gepökelt ungeräuchert,Pork breast (breast tip) fat cured unsmoked,278,54.322,13.395,24.967,0.859,0.0,2380
U660000,Schwein Schulter (Bug),Pork shoulder,217,65.022,17.492,16.502,0.0,0.0,74
U660100,Schwein Schulter (Bug) roh,Pork shoulder raw,217,65.022,17.492,16.502,0.0,0.0,74
U660200,Schwein Schulter (Bug) tiefgefroren,Pork shoulder deep-frozen,217,65.022,17.492,16.502,0.0,0.0,74
U660600,Schwein Schulter (Bug) geräuchert,Pork shoulder smoked,217,65.043,17.497,16.507,0.0,0.0,70
U660700,Schwein Schulter (Bug) gepökelt geräuchert,Pork shoulder cured smoked,187,63.516,14.802,13.965,0.889,0.0,2478
U660800,Schwein Schulter (Bug) gepökelt ungeräuchert,Pork shoulder cured unsmoked,183,64.212,14.964,13.412,0.854,0.0,2380
U661000,Schwein Schulter (Bug) mager (ma) roh,Pork shoulder lean raw,217,65.022,17.492,16.502,0.0,0.0,74
U661072,Schwein Schulter (Bug) (ma) mariniert gegrillt,Pork shoulder lean marinated grilled,222,63.634,16.894,17.071,0.655,0.176,258
U661100,Schwein Schulter (Bug) (ma) roh,Pork shoulder lean raw,217,65.022,17.492,16.502,0.0,0.0,74
U661122,Schwein Schulter (Bug) (ma) gegart,Pork shoulder lean cooked,272,55.776,23.257,20.053,0.0,0.0,53
